split,instance,assets,K,k_ratio,theta_index,theta_id,predicted_score,predicted_C_LabelScore,S,operator,migration,elite_ratio,stagnation_threshold,path,selector_ablation_variant,method_name
test,syn_n100_k10_cluster_corr_skewed_high_vol_r01_s20260697,100,10,0.1,1,theta_011,12.501238637693172,12.501238637693172,2,DE/rand,fixed,0.01,10,data\synthetic_constrained_portfolio\instances\test\syn_n100_k10_cluster_corr_skewed_high_vol_r01_s20260697.txt,NoThetaFeatures,SelectorAblation_NoThetaFeatures_ECMADE_MOO
test,syn_n100_k10_high_corr_normal_low_vol_r03_s20260698,100,10,0.1,1,theta_011,12.516197866130815,12.516197866130815,2,DE/rand,fixed,0.01,10,data\synthetic_constrained_portfolio\instances\test\syn_n100_k10_high_corr_normal_low_vol_r03_s20260698.txt,NoThetaFeatures,SelectorAblation_NoThetaFeatures_ECMADE_MOO
test,syn_n100_k20_pathological_cov_skewed_high_vol_r03_s20260709,100,20,0.2,1,theta_011,12.518144136990708,12.518144136990708,2,DE/rand,fixed,0.01,10,data\synthetic_constrained_portfolio\instances\test\syn_n100_k20_pathological_cov_skewed_high_vol_r03_s20260709.txt,NoThetaFeatures,SelectorAblation_NoThetaFeatures_ECMADE_MOO
test,syn_n100_k20_high_corr_heavy_tail_extreme_events_r01_s20260710,100,20,0.2,1,theta_011,12.514311258887451,12.514311258887451,2,DE/rand,fixed,0.01,10,data\synthetic_constrained_portfolio\instances\test\syn_n100_k20_high_corr_heavy_tail_extreme_events_r01_s20260710.txt,NoThetaFeatures,SelectorAblation_NoThetaFeatures_ECMADE_MOO
test,syn_n100_k30_low_corr_normal_low_vol_r01_s20260721,100,30,0.3,1,theta_011,12.512521238975893,12.512521238975893,2,DE/rand,fixed,0.01,10,data\synthetic_constrained_portfolio\instances\test\syn_n100_k30_low_corr_normal_low_vol_r01_s20260721.txt,NoThetaFeatures,SelectorAblation_NoThetaFeatures_ECMADE_MOO
test,syn_n100_k30_high_corr_heavy_tail_extreme_events_r01_s20260722,100,30,0.3,1,theta_011,12.556991227229236,12.556991227229236,2,DE/rand,fixed,0.01,10,data\synthetic_constrained_portfolio\instances\test\syn_n100_k30_high_corr_heavy_tail_extreme_events_r01_s20260722.txt,NoThetaFeatures,SelectorAblation_NoThetaFeatures_ECMADE_MOO
test,syn_n200_k05_pathological_cov_normal_extreme_events_r02_s20260733,200,10,0.05,1,theta_011,12.478283858305428,12.478283858305428,2,DE/rand,fixed,0.01,10,data\synthetic_constrained_portfolio\instances\test\syn_n200_k05_pathological_cov_normal_extreme_events_r02_s20260733.txt,NoThetaFeatures,SelectorAblation_NoThetaFeatures_ECMADE_MOO
test,syn_n200_k05_cluster_corr_skewed_high_vol_r01_s20260734,200,10,0.05,1,theta_011,12.455617156273135,12.455617156273135,2,DE/rand,fixed,0.01,10,data\synthetic_constrained_portfolio\instances\test\syn_n200_k05_cluster_corr_skewed_high_vol_r01_s20260734.txt,NoThetaFeatures,SelectorAblation_NoThetaFeatures_ECMADE_MOO
test,syn_n200_k10_pathological_cov_skewed_high_vol_r03_s20260745,200,20,0.1,1,theta_011,12.487396352803824,12.487396352803824,2,DE/rand,fixed,0.01,10,data\synthetic_constrained_portfolio\instances\test\syn_n200_k10_pathological_cov_skewed_high_vol_r03_s20260745.txt,NoThetaFeatures,SelectorAblation_NoThetaFeatures_ECMADE_MOO
test,syn_n200_k10_high_corr_heavy_tail_extreme_events_r01_s20260746,200,20,0.1,1,theta_011,12.418207085330852,12.418207085330852,2,DE/rand,fixed,0.01,10,data\synthetic_constrained_portfolio\instances\test\syn_n200_k10_high_corr_heavy_tail_extreme_events_r01_s20260746.txt,NoThetaFeatures,SelectorAblation_NoThetaFeatures_ECMADE_MOO
test,syn_n200_k20_low_corr_normal_low_vol_r01_s20260757,200,40,0.2,1,theta_011,12.487972960481759,12.487972960481759,2,DE/rand,fixed,0.01,10,data\synthetic_constrained_portfolio\instances\test\syn_n200_k20_low_corr_normal_low_vol_r01_s20260757.txt,NoThetaFeatures,SelectorAblation_NoThetaFeatures_ECMADE_MOO
test,syn_n200_k20_high_corr_heavy_tail_extreme_events_r01_s20260758,200,40,0.2,1,theta_011,12.517871208619379,12.517871208619379,2,DE/rand,fixed,0.01,10,data\synthetic_constrained_portfolio\instances\test\syn_n200_k20_high_corr_heavy_tail_extreme_events_r01_s20260758.txt,NoThetaFeatures,SelectorAblation_NoThetaFeatures_ECMADE_MOO
test,syn_n200_k30_high_corr_normal_low_vol_r03_s20260769,200,60,0.3,1,theta_011,12.317777542237865,12.317777542237865,2,DE/rand,fixed,0.01,10,data\synthetic_constrained_portfolio\instances\test\syn_n200_k30_high_corr_normal_low_vol_r03_s20260769.txt,NoThetaFeatures,SelectorAblation_NoThetaFeatures_ECMADE_MOO
test,syn_n200_k30_low_corr_skewed_extreme_events_r02_s20260770,200,60,0.3,1,theta_011,12.468704212544106,12.468704212544106,2,DE/rand,fixed,0.01,10,data\synthetic_constrained_portfolio\instances\test\syn_n200_k30_low_corr_skewed_extreme_events_r02_s20260770.txt,NoThetaFeatures,SelectorAblation_NoThetaFeatures_ECMADE_MOO
test,syn_n500_k05_pathological_cov_mixed_low_vol_r01_s20260781,500,25,0.05,1,theta_011,12.556944274731029,12.556944274731029,2,DE/rand,fixed,0.01,10,data\synthetic_constrained_portfolio\instances\test\syn_n500_k05_pathological_cov_mixed_low_vol_r01_s20260781.txt,NoThetaFeatures,SelectorAblation_NoThetaFeatures_ECMADE_MOO
test,syn_n500_k05_low_corr_normal_low_vol_r01_s20260782,500,25,0.05,1,theta_011,12.427823582554641,12.427823582554641,2,DE/rand,fixed,0.01,10,data\synthetic_constrained_portfolio\instances\test\syn_n500_k05_low_corr_normal_low_vol_r01_s20260782.txt,NoThetaFeatures,SelectorAblation_NoThetaFeatures_ECMADE_MOO
test,syn_n500_k10_low_corr_heavy_tail_high_vol_r03_s20260793,500,50,0.1,1,theta_011,12.508356523147684,12.508356523147684,2,DE/rand,fixed,0.01,10,data\synthetic_constrained_portfolio\instances\test\syn_n500_k10_low_corr_heavy_tail_high_vol_r03_s20260793.txt,NoThetaFeatures,SelectorAblation_NoThetaFeatures_ECMADE_MOO
test,syn_n500_k10_pathological_cov_mixed_low_vol_r01_s20260794,500,50,0.1,1,theta_011,12.492381398090803,12.492381398090803,2,DE/rand,fixed,0.01,10,data\synthetic_constrained_portfolio\instances\test\syn_n500_k10_pathological_cov_mixed_low_vol_r01_s20260794.txt,NoThetaFeatures,SelectorAblation_NoThetaFeatures_ECMADE_MOO
test,syn_n500_k20_cluster_corr_skewed_high_vol_r01_s20260805,500,100,0.2,1,theta_011,12.525328488774099,12.525328488774099,2,DE/rand,fixed,0.01,10,data\synthetic_constrained_portfolio\instances\test\syn_n500_k20_cluster_corr_skewed_high_vol_r01_s20260805.txt,NoThetaFeatures,SelectorAblation_NoThetaFeatures_ECMADE_MOO
test,syn_n500_k20_pathological_cov_mixed_low_vol_r01_s20260806,500,100,0.2,1,theta_011,12.491043199469232,12.491043199469232,2,DE/rand,fixed,0.01,10,data\synthetic_constrained_portfolio\instances\test\syn_n500_k20_pathological_cov_mixed_low_vol_r01_s20260806.txt,NoThetaFeatures,SelectorAblation_NoThetaFeatures_ECMADE_MOO
test,syn_n500_k30_cluster_corr_skewed_high_vol_r01_s20260817,500,150,0.3,1,theta_011,12.600184268047734,12.600184268047734,2,DE/rand,fixed,0.01,10,data\synthetic_constrained_portfolio\instances\test\syn_n500_k30_cluster_corr_skewed_high_vol_r01_s20260817.txt,NoThetaFeatures,SelectorAblation_NoThetaFeatures_ECMADE_MOO
test,syn_n500_k30_pathological_cov_normal_extreme_events_r02_s20260818,500,150,0.3,1,theta_011,12.504271982372707,12.504271982372707,2,DE/rand,fixed,0.01,10,data\synthetic_constrained_portfolio\instances\test\syn_n500_k30_pathological_cov_normal_extreme_events_r02_s20260818.txt,NoThetaFeatures,SelectorAblation_NoThetaFeatures_ECMADE_MOO
