split,instance,assets,K,k_ratio,theta_index,theta_id,predicted_score,predicted_C_LabelScore,S,operator,migration,elite_ratio,stagnation_threshold,path,selector_ablation_variant,method_name
test,syn_n100_k30_low_corr_normal_low_vol_r01_s20260721,100,30,0.3,3,theta_037,15.777044503715548,15.777044503715548,2,DE/best,fixed,0.01,5,data\synthetic_constrained_portfolio\instances\test\syn_n100_k30_low_corr_normal_low_vol_r01_s20260721.txt,NoInstanceFeatures,SelectorAblation_NoInstanceFeatures_ECMADE_MOO
test,syn_n100_k30_high_corr_heavy_tail_extreme_events_r01_s20260722,100,30,0.3,3,theta_037,15.777044503715548,15.777044503715548,2,DE/best,fixed,0.01,5,data\synthetic_constrained_portfolio\instances\test\syn_n100_k30_high_corr_heavy_tail_extreme_events_r01_s20260722.txt,NoInstanceFeatures,SelectorAblation_NoInstanceFeatures_ECMADE_MOO
test,syn_n200_k05_pathological_cov_normal_extreme_events_r02_s20260733,200,10,0.05,3,theta_037,15.777044503715548,15.777044503715548,2,DE/best,fixed,0.01,5,data\synthetic_constrained_portfolio\instances\test\syn_n200_k05_pathological_cov_normal_extreme_events_r02_s20260733.txt,NoInstanceFeatures,SelectorAblation_NoInstanceFeatures_ECMADE_MOO
test,syn_n200_k05_cluster_corr_skewed_high_vol_r01_s20260734,200,10,0.05,3,theta_037,15.777044503715548,15.777044503715548,2,DE/best,fixed,0.01,5,data\synthetic_constrained_portfolio\instances\test\syn_n200_k05_cluster_corr_skewed_high_vol_r01_s20260734.txt,NoInstanceFeatures,SelectorAblation_NoInstanceFeatures_ECMADE_MOO
test,syn_n200_k10_pathological_cov_skewed_high_vol_r03_s20260745,200,20,0.1,3,theta_037,15.777044503715548,15.777044503715548,2,DE/best,fixed,0.01,5,data\synthetic_constrained_portfolio\instances\test\syn_n200_k10_pathological_cov_skewed_high_vol_r03_s20260745.txt,NoInstanceFeatures,SelectorAblation_NoInstanceFeatures_ECMADE_MOO
test,syn_n200_k10_high_corr_heavy_tail_extreme_events_r01_s20260746,200,20,0.1,3,theta_037,15.777044503715548,15.777044503715548,2,DE/best,fixed,0.01,5,data\synthetic_constrained_portfolio\instances\test\syn_n200_k10_high_corr_heavy_tail_extreme_events_r01_s20260746.txt,NoInstanceFeatures,SelectorAblation_NoInstanceFeatures_ECMADE_MOO
test,syn_n200_k20_low_corr_normal_low_vol_r01_s20260757,200,40,0.2,3,theta_037,15.777044503715548,15.777044503715548,2,DE/best,fixed,0.01,5,data\synthetic_constrained_portfolio\instances\test\syn_n200_k20_low_corr_normal_low_vol_r01_s20260757.txt,NoInstanceFeatures,SelectorAblation_NoInstanceFeatures_ECMADE_MOO
test,syn_n200_k20_high_corr_heavy_tail_extreme_events_r01_s20260758,200,40,0.2,3,theta_037,15.777044503715548,15.777044503715548,2,DE/best,fixed,0.01,5,data\synthetic_constrained_portfolio\instances\test\syn_n200_k20_high_corr_heavy_tail_extreme_events_r01_s20260758.txt,NoInstanceFeatures,SelectorAblation_NoInstanceFeatures_ECMADE_MOO
test,syn_n200_k30_high_corr_normal_low_vol_r03_s20260769,200,60,0.3,3,theta_037,15.777044503715548,15.777044503715548,2,DE/best,fixed,0.01,5,data\synthetic_constrained_portfolio\instances\test\syn_n200_k30_high_corr_normal_low_vol_r03_s20260769.txt,NoInstanceFeatures,SelectorAblation_NoInstanceFeatures_ECMADE_MOO
test,syn_n200_k30_low_corr_skewed_extreme_events_r02_s20260770,200,60,0.3,3,theta_037,15.777044503715548,15.777044503715548,2,DE/best,fixed,0.01,5,data\synthetic_constrained_portfolio\instances\test\syn_n200_k30_low_corr_skewed_extreme_events_r02_s20260770.txt,NoInstanceFeatures,SelectorAblation_NoInstanceFeatures_ECMADE_MOO
test,syn_n500_k05_pathological_cov_mixed_low_vol_r01_s20260781,500,25,0.05,3,theta_037,15.777044503715548,15.777044503715548,2,DE/best,fixed,0.01,5,data\synthetic_constrained_portfolio\instances\test\syn_n500_k05_pathological_cov_mixed_low_vol_r01_s20260781.txt,NoInstanceFeatures,SelectorAblation_NoInstanceFeatures_ECMADE_MOO
test,syn_n500_k05_low_corr_normal_low_vol_r01_s20260782,500,25,0.05,3,theta_037,15.777044503715548,15.777044503715548,2,DE/best,fixed,0.01,5,data\synthetic_constrained_portfolio\instances\test\syn_n500_k05_low_corr_normal_low_vol_r01_s20260782.txt,NoInstanceFeatures,SelectorAblation_NoInstanceFeatures_ECMADE_MOO
test,syn_n500_k10_low_corr_heavy_tail_high_vol_r03_s20260793,500,50,0.1,3,theta_037,15.777044503715548,15.777044503715548,2,DE/best,fixed,0.01,5,data\synthetic_constrained_portfolio\instances\test\syn_n500_k10_low_corr_heavy_tail_high_vol_r03_s20260793.txt,NoInstanceFeatures,SelectorAblation_NoInstanceFeatures_ECMADE_MOO
test,syn_n500_k10_pathological_cov_mixed_low_vol_r01_s20260794,500,50,0.1,3,theta_037,15.777044503715548,15.777044503715548,2,DE/best,fixed,0.01,5,data\synthetic_constrained_portfolio\instances\test\syn_n500_k10_pathological_cov_mixed_low_vol_r01_s20260794.txt,NoInstanceFeatures,SelectorAblation_NoInstanceFeatures_ECMADE_MOO
test,syn_n500_k20_cluster_corr_skewed_high_vol_r01_s20260805,500,100,0.2,3,theta_037,15.777044503715548,15.777044503715548,2,DE/best,fixed,0.01,5,data\synthetic_constrained_portfolio\instances\test\syn_n500_k20_cluster_corr_skewed_high_vol_r01_s20260805.txt,NoInstanceFeatures,SelectorAblation_NoInstanceFeatures_ECMADE_MOO
test,syn_n500_k20_pathological_cov_mixed_low_vol_r01_s20260806,500,100,0.2,3,theta_037,15.777044503715548,15.777044503715548,2,DE/best,fixed,0.01,5,data\synthetic_constrained_portfolio\instances\test\syn_n500_k20_pathological_cov_mixed_low_vol_r01_s20260806.txt,NoInstanceFeatures,SelectorAblation_NoInstanceFeatures_ECMADE_MOO
test,syn_n500_k30_cluster_corr_skewed_high_vol_r01_s20260817,500,150,0.3,3,theta_037,15.777044503715548,15.777044503715548,2,DE/best,fixed,0.01,5,data\synthetic_constrained_portfolio\instances\test\syn_n500_k30_cluster_corr_skewed_high_vol_r01_s20260817.txt,NoInstanceFeatures,SelectorAblation_NoInstanceFeatures_ECMADE_MOO
test,syn_n500_k30_pathological_cov_normal_extreme_events_r02_s20260818,500,150,0.3,3,theta_037,15.777044503715548,15.777044503715548,2,DE/best,fixed,0.01,5,data\synthetic_constrained_portfolio\instances\test\syn_n500_k30_pathological_cov_normal_extreme_events_r02_s20260818.txt,NoInstanceFeatures,SelectorAblation_NoInstanceFeatures_ECMADE_MOO
